word,origin_language,reltype
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
monedă,Italian,borrowed_from
دارفلفل,Arabic,borrowed_from
vexatoriu,French,borrowed_from
समोष,Hindi,borrowed_from
somana,Latin,inherited_from
φουφού,Greek,derived_from
देवभाषा,Hindi,borrowed_from
mathier,Latin,inherited_from
schizofreni,German,derived_from
clavicordi,Italian,borrowed_from
monsù,French,derived_from
لإنو,Arabic,derived_from
لا سمح الله,Arabic,inherited_from
انعکاس,Arabic,borrowed_from
lustr,German,borrowed_from
brusc,Latin,inherited_from
توقع,Arabic,inherited_from
assegnazione,Latin,derived_from
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
κορτσόπον,Greek,derived_from
κορτσόπον,Greek,derived_from
إنجلترا,Arabic,learned_borrowing_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
straniu,Italian,borrowed_from
lobelină,French,borrowed_from
stofă,German,borrowed_from
eebenholtsi,German,borrowed_from
سلخ,Arabic,borrowed_from
bori,German,borrowed_from
جمہوریہ,Arabic,derived_from
κορίτς,Greek,derived_from
rappelere,French,borrowed_from
cornuto,Italian,borrowed_from
pomeți,French,borrowed_from
ئىجتىمائىي,Arabic,borrowed_from
zirkon,German,borrowed_from
बरफ,Hindi,derived_from
بلعیدن,Arabic,derived_from
approfondixxa,Italian,borrowed_from
puera,Latin,derived_from
zoroastrisme,French,borrowed_from
ترمس,Arabic,inherited_from
ابیل,Arabic,derived_from
κορτσόπον,Greek,derived_from
propagandistisch,German,borrowed_from
κορίτς,Greek,derived_from
ستة,Arabic,inherited_from
रोटी,Hindi,borrowed_from
sukkessio,Latin,derived_from
بدو,Arabic,inherited_from
κορτσόπον,Greek,derived_from
جهة,Arabic,inherited_from
हिन्दु,Hindi,borrowed_from
اغفال,Arabic,borrowed_from
flauta,Italian,borrowed_from
parat,Latin,borrowed_from
κορίτς,Greek,derived_from
mortal,Italian,borrowed_from
تشرين الأول,Arabic,inherited_from
veyer,Latin,inherited_from
rrãmãn,Latin,inherited_from
apogiatură,Italian,borrowed_from
mine,Italian,derived_from
φουφού,Greek,derived_from
argumentattiv,Italian,borrowed_from
عنصري,Arabic,learned_borrowing_from
farmaajo,Italian,borrowed_from
demola,French,borrowed_from
φουφού,Greek,derived_from
देवभाषा,Hindi,borrowed_from
κορίτς,Greek,derived_from
hornblendă,German,borrowed_from
रोटी,Hindi,borrowed_from
bússola,Italian,borrowed_from
طاهر,Arabic,borrowed_from
tensor,French,borrowed_from
laezh,Latin,derived_from
gigantikus,German,borrowed_from
nouille,German,borrowed_from
non troppo,Italian,borrowed_from
gránic,German,borrowed_from
colorimetric,French,borrowed_from
retrato,Italian,derived_from
φουφού,Greek,derived_from
remolacha,Italian,borrowed_from
काटकसर,Hindi,derived_from
कक्षा,Hindi,borrowed_from
vòtz,Latin,inherited_from
हिन्दु,Hindi,borrowed_from
زاد,Arabic,inherited_from
اقدم,Arabic,borrowed_from
φουφού,Greek,derived_from
strofinač,Italian,borrowed_from
kamilica,German,derived_from
operette,German,borrowed_from
फिरङ्ग,Hindi,derived_from
razeno,German,derived_from
cappuccino,German,derived_from
herinneren,German,derived_from
perpétuité,Latin,borrowed_from
kasa,Italian,derived_from
manico,Latin,inherited_from
देवभाषा,Hindi,borrowed_from
फिरङ्ग,Hindi,derived_from
देवभाषा,Hindi,borrowed_from
समोष,Hindi,borrowed_from
حاجب,Arabic,inherited_from
अस्पृश्यता,Hindi,borrowed_from
कक्षा,Hindi,borrowed_from
pseudoscorpion,French,borrowed_from
ضايق,Arabic,inherited_from
واحدة,Arabic,inherited_from
कर्गद,Hindi,borrowed_from
काफी,Hindi,borrowed_from
canal,French,borrowed_from
arierat,French,borrowed_from
हिन्दु,Hindi,borrowed_from
موقف,Arabic,inherited_from
ideologinen,French,derived_from
जिल्ला,Hindi,derived_from
almete,French,borrowed_from
poltergeest,German,borrowed_from
ġojja,Italian,borrowed_from
φουφού,Greek,derived_from
krokaani,French,derived_from
बरफ,Hindi,derived_from
पुलटिस,Hindi,derived_from
citâ,Latin,inherited_from
चाय,Hindi,borrowed_from
frigati,Italian,derived_from
venenós,Latin,learned_borrowing_from
fuser,German,borrowed_from
vlé,French,inherited_from
armeo,German,borrowed_from
import,Italian,derived_from
φουφού,Greek,derived_from
flanella,French,borrowed_from
luntun,Latin,inherited_from
φουφού,Greek,derived_from
mangăl,German,borrowed_from
emmo,Latin,inherited_from
enverguro,French,derived_from
bronhopneumonie,French,borrowed_from
अनौठो,Hindi,derived_from
versicolore,Latin,derived_from
odio,Latin,learned_borrowing_from
देवभाषा,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
schwung,German,borrowed_from
कक्षा,Hindi,borrowed_from
inflorescence,Latin,derived_from
शैंपू,Hindi,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
träffa,German,borrowed_from
تطبيق,Arabic,inherited_from
φουφού,Greek,derived_from
perspicace,French,borrowed_from
activitate,French,borrowed_from
φουφού,Greek,derived_from
चाय,Hindi,borrowed_from
leono,French,derived_from
حارة,Arabic,inherited_from
inventio,German,derived_from
întrevedea,Italian,derived_from
φουφού,Greek,derived_from
pagat,Italian,derived_from
φουφού,Greek,derived_from
nerv,Italian,borrowed_from
चाय,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
प्याज,Hindi,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
osteoblast,French,borrowed_from
turgescență,French,borrowed_from
ortohidrogen,French,borrowed_from
φουφού,Greek,derived_from
temulent,Latin,derived_from
cargason,French,borrowed_from
φουφού,Greek,derived_from
aprilo,German,derived_from
لهجة,Arabic,inherited_from
φουφού,Greek,derived_from
बरफ,Hindi,derived_from
feldmaresciallo,German,derived_from
κορίτς,Greek,derived_from
écru,French,borrowed_from
कर्गद,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
klamre,German,derived_from
चाय,Hindi,borrowed_from
xaintín,French,derived_from
tooni,Latin,derived_from
šeniti,German,derived_from
कक्षा,Hindi,borrowed_from
चाय,Hindi,borrowed_from
حاصل,Arabic,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
κορίτς,Greek,derived_from
electrocomunicație,French,borrowed_from
बरफ,Hindi,derived_from
चाय,Hindi,borrowed_from
علي,Arabic,inherited_from
esfregar,Latin,derived_from
birra,Italian,borrowed_from
favorable,Latin,derived_from
φουφού,Greek,derived_from
تصحیح,Arabic,borrowed_from
burdo,French,borrowed_from
glu,Latin,derived_from
سریر,Arabic,borrowed_from
tropa,French,derived_from
κορτσόπον,Greek,derived_from
काटकसर,Hindi,derived_from
κορίτς,Greek,derived_from
مدد,Arabic,derived_from
projekt,German,borrowed_from
اتحد,Arabic,inherited_from
rettskrivning,German,derived_from
जिल्ला,Hindi,derived_from
lektur,French,derived_from
φουφού,Greek,derived_from
prototipic,French,borrowed_from
nife,French,borrowed_from
قاسح,Arabic,inherited_from
ترتیب,Arabic,derived_from
assimilasjon,Latin,derived_from
κορίτς,Greek,derived_from
कक्षा,Hindi,borrowed_from
समोष,Hindi,borrowed_from
κορίτς,Greek,derived_from
अङ्ग्रेजी,Hindi,derived_from
φουφού,Greek,derived_from
أملط,Arabic,inherited_from
κορτσόπον,Greek,derived_from
acueducto,Latin,borrowed_from
φουφού,Greek,derived_from
अख़बार,Hindi,borrowed_from
जिल्ला,Hindi,derived_from
محمصة,Arabic,inherited_from
naviga,Italian,borrowed_from
استفسار,Arabic,borrowed_from
pensati,Italian,borrowed_from
pjat,Italian,derived_from
sentar,Italian,borrowed_from
فخد,Arabic,inherited_from
kultelo,Italian,borrowed_from
casație,French,borrowed_from
مبادرت,Arabic,derived_from
κορίτς,Greek,derived_from
ان‌شاءالله,Arabic,borrowed_from
معدوم,Arabic,borrowed_from
silurian,French,borrowed_from
periost,German,borrowed_from
operetă,German,borrowed_from
altruizmus,German,derived_from
kýbl,German,borrowed_from
patogen,French,borrowed_from
ساعد,Arabic,inherited_from
acuarela,Italian,borrowed_from
κορίτς,Greek,derived_from
caput,German,borrowed_from
صوص,Arabic,derived_from
olla,Latin,derived_from
κορίτς,Greek,derived_from
चाय,Hindi,borrowed_from
ورك,Arabic,borrowed_from
crespelle,Italian,borrowed_from
antifascism,Italian,borrowed_from
cúb,Latin,derived_from
polyeto,Italian,derived_from
φουφού,Greek,derived_from
pallidum,Latin,derived_from
conversiune,French,borrowed_from
अख़बार,Hindi,borrowed_from
صدفة,Arabic,inherited_from
antenne,German,derived_from
mateno,Italian,derived_from
زار,Arabic,inherited_from
minenwerfer,German,derived_from
furment,Latin,derived_from
κορτσόπον,Greek,derived_from
alpien,French,borrowed_from
مشارکت,Arabic,borrowed_from
κορίτς,Greek,derived_from
funingine,Latin,inherited_from
Teutonic Order,German,borrowed_from
bacalaureat,French,borrowed_from
tegument,French,borrowed_from
lacrimogenous,Latin,derived_from
finance,German,derived_from
κορίτς,Greek,derived_from
newton,German,borrowed_from
retractabil,French,borrowed_from
pezo,Italian,derived_from
D'Antonio,Italian,borrowed_from
perifrază,French,borrowed_from
calatidiu,Latin,borrowed_from
cura,German,borrowed_from
ortodiagrafie,French,borrowed_from
buffet,French,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
minicasetă,French,borrowed_from
sarko,German,borrowed_from
شكرا,Arabic,learned_borrowing_from
leki,German,borrowed_from
rapture,Latin,derived_from
aritmograf,French,borrowed_from
succin,French,borrowed_from
benko,German,derived_from
vingtaine,French,derived_from
अस्पृश्यता,Hindi,borrowed_from
moîme,Latin,inherited_from
intelligens,German,derived_from
تقریباً,Arabic,borrowed_from
romantika,French,derived_from
فنيان,Arabic,inherited_from
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
κορίτς,Greek,derived_from
corrosió,Latin,derived_from
rölatif,French,borrowed_from
škatla,Italian,borrowed_from
caban,Italian,borrowed_from
instantie,Latin,derived_from
coddu,Latin,inherited_from
وکھت,Arabic,derived_from
अख़बार,Hindi,borrowed_from
falda,Italian,borrowed_from
فاصل,Arabic,inherited_from
काटकसर,Hindi,derived_from
radioreportaj,French,borrowed_from
äyri,Latin,derived_from
loppa,Latin,derived_from
DiMatteo,Italian,borrowed_from
elips,French,borrowed_from
ażotu,Italian,borrowed_from
correspondre,Latin,derived_from
parotidian,French,borrowed_from
spadassijn,French,borrowed_from
contrapor,Latin,derived_from
طشت,Arabic,inherited_from
عفص,Arabic,inherited_from
fuxir,Latin,inherited_from
تنين وعشرين,Arabic,inherited_from
pożata,Italian,borrowed_from
चाय,Hindi,borrowed_from
بارود,Arabic,derived_from
قزاز,Arabic,derived_from
κορίτς,Greek,derived_from
शैंपू,Hindi,derived_from
pułap,German,borrowed_from
mince,German,borrowed_from
φουφού,Greek,derived_from
mensageiro,Latin,derived_from
influire,Latin,derived_from
furnicel,Latin,inherited_from
rybíz,German,borrowed_from
فداكارلق,Arabic,derived_from
ŝalmo,German,borrowed_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
soufflé,French,borrowed_from
मरीयमिपुत्र,Hindi,derived_from
kæde,Latin,derived_from
عیسوی,Arabic,derived_from
قیصر,Arabic,borrowed_from
غرور,Arabic,borrowed_from
festo,Italian,derived_from
φουφού,Greek,derived_from
प्याज,Hindi,borrowed_from
مجادله,Arabic,borrowed_from
dómínera,Latin,derived_from
kuayu,Latin,derived_from
κορίτς,Greek,derived_from
طريق,Arabic,inherited_from
ياز,Arabic,inherited_from
atomist,French,borrowed_from
کثافت,Arabic,borrowed_from
lotería,French,borrowed_from
κορίτς,Greek,derived_from
zydel,Latin,derived_from
tendál,German,derived_from
काटकसर,Hindi,derived_from
vorschmack,German,borrowed_from
eufonic,French,borrowed_from
فايدة,Arabic,inherited_from
spekuláció,German,borrowed_from
sudo,Italian,derived_from
हिन्दु,Hindi,borrowed_from
φουφού,Greek,derived_from
lunatic,Italian,borrowed_from
bestanddeel,German,derived_from
प्याज,Hindi,borrowed_from
šaraf,German,derived_from
ċivili,Italian,borrowed_from
klasszicizmus,German,derived_from
luctuos,French,borrowed_from
trikoo,French,borrowed_from
cinorrodo,Latin,borrowed_from
melanic,French,borrowed_from
dubitativo,Latin,derived_from
κορτσόπον,Greek,derived_from
dudgeon,Italian,borrowed_from
lombarda,German,borrowed_from
पुलटिस,Hindi,derived_from
κορτσόπον,Greek,derived_from
integrală,French,borrowed_from
fergazer,German,derived_from
gamine,French,borrowed_from
φουφού,Greek,derived_from
janaayo,Italian,derived_from
arboç,Latin,inherited_from
متفاوت,Arabic,borrowed_from
cavo-rilievo,Italian,borrowed_from
φουφού,Greek,derived_from
electrofiziologie,French,borrowed_from
κορτσόπον,Greek,derived_from
sifonér,German,borrowed_from
eruca,Latin,borrowed_from
نكتة,Arabic,inherited_from
φουφού,Greek,derived_from
अनौठो,Hindi,derived_from
žurnál,Latin,derived_from
gáza,French,borrowed_from
glotal,French,borrowed_from
menajo,German,derived_from
pizzaiolo,Italian,borrowed_from
gravitate,French,borrowed_from
-edzu,Latin,inherited_from
urbanizáció,German,borrowed_from
فلسفه,Arabic,derived_from
मरीयमिपुत्र,Hindi,derived_from
خمسة وتلاتين,Arabic,inherited_from
veste,Italian,borrowed_from
φουφού,Greek,derived_from
felo,German,derived_from
decadencia,French,borrowed_from
inspecteur,French,borrowed_from
acioaie,Italian,borrowed_from
हिन्दु,Hindi,borrowed_from
houbara bustard,French,borrowed_from
evanescent,French,borrowed_from
estingi,Italian,derived_from
κορτσόπον,Greek,derived_from
बरफ,Hindi,derived_from
sferiku,Italian,borrowed_from
κορτσόπον,Greek,derived_from
κορτσόπον,Greek,derived_from
miaular,Italian,derived_from
पुलटिस,Hindi,derived_from
φουφού,Greek,derived_from
pungence,Latin,derived_from
leut,Italian,derived_from
تشریح,Arabic,borrowed_from
sitoplasma,German,derived_from
تمنية,Arabic,inherited_from
pretendent,German,borrowed_from
rwol,Italian,borrowed_from
شفة,Arabic,inherited_from
काफी,Hindi,borrowed_from
frizzjoni,Italian,borrowed_from
politis,German,derived_from
althorn,German,borrowed_from
monoplan,French,borrowed_from
oasti,Latin,inherited_from
obtecto,Latin,borrowed_from
gjineshtër,Italian,borrowed_from
φουφού,Greek,derived_from
breĉo,French,derived_from
ambulatory,Latin,derived_from
narancs,Italian,borrowed_from
seismogramă,French,borrowed_from
ultime,French,borrowed_from
कक्षा,Hindi,borrowed_from
φουφού,Greek,derived_from
altbier,German,borrowed_from
rrakkomanda,Italian,borrowed_from
onicofagie,French,borrowed_from
briganti,Italian,derived_from
moise,Latin,inherited_from
mato,Italian,borrowed_from
frakàss,Italian,borrowed_from
शैंपू,Hindi,derived_from
metaal,Latin,derived_from
